Job Title,Updated Date,Location,Company,Min Salary,Max Salary
Projektleitung Ticketsystem - Künstliche Intelligenz / Chatbot (m/w/d),2025-02-24T07:51:08Z,Frankfurt am Main,Finanz Informatik GmbH & Co. KG,45000,85000
Requirements Engineer Personalwirtschaft (m/w/d) 411001,2025-02-24T07:02:42Z,München,Anstalt für Kommunale Datenverarbeitung in Bayern (AKDB),49000,74000
C# - Developer Personalwirtschaft (m/w/d) 412001,2025-02-24T07:02:35Z,München,Anstalt für Kommunale Datenverarbeitung in Bayern (AKDB),48500,80500
IT-Infrastruktur-Administrator (m/w/d) 632010,2025-02-24T07:02:34Z,München,Anstalt für Kommunale Datenverarbeitung in Bayern (AKDB),52500,74000
IT System Engineer (w/m/d) im Innendienst für die Living Data,2025-02-24T07:02:31Z,München,Anstalt für Kommunale Datenverarbeitung in Bayern (AKDB),51000,75500
Cloud Architect (gn) Core Infrastructure,2025-02-24T03:20:21Z,Leipzig,SoftwareOne,52500,72000
Solution Architect (gn) Microsoft CRM,2025-02-24T03:19:41Z,Leipzig,SoftwareOne,57000,74000
Cloud Support Specialist (gn) L,2025-02-24T03:19:39Z,Leipzig,SoftwareOne,39000,51500
Senior Backend Engineer - AI Feature Innovation (f/m/d),2025-02-24T00:54:40Z,Berlin,Contentful GmbH,50500,78500
Full Stack Developer mit Data Analysis und AI/ML Fokus (all genders),2025-02-23T21:59:57Z,München,Allex Projects GmbH,49500,75500
Lei­ter*in der IT (d/m/w) - Ent­gelt­gruppe 13 TV-L Ber­li­ner Hoch­schu­len - Beschäf­tigte*r mit abge­schlos­se­ner wiss. Hoch­schul­bil­dung,2025-02-23T21:24:30Z,Berlin,Technische Universität Berlin,44000,59500
"Information Officer - Entgeltgruppe 11 TV-L Berliner Hochschulen, Beschäftige*r in der Informations- und Kommunikationstechnik (d/m/w)",2025-02-23T21:24:28Z,Berlin,Technische Universität Berlin,49500,60500
IT-Systemadministrator (m/w/d),2025-02-23T21:08:19Z,Ahrensburg,xSuite Group GmbH,39000,47000
Softwarearchitekt (m/w/d) mit Fokus Java & Oracle im Herzen Berlins,2025-02-23T17:05:46Z,Berlin,Amadeus Fire AG,65000,75000
C# Softwareentwickler (m/w/d),2025-02-23T17:05:46Z,Stuttgart,Amadeus Fire AG,65000,70000
Java Entwickler (m/w/d),2025-02-23T07:49:00Z,Göttingen,Prof. Schumann GmbH,42000,65000
Scrum Master (m/w/d),2025-02-23T07:48:49Z,Münster,Vectron Systems AG,42000,52500
Linux Systementwicklung Schwerpunkt Systemadministration (m/w/d),2025-02-23T03:15:15Z,Braunschweig,IServ GmbH,45500,62000
Linux Systementwicklung (m/w/d),2025-02-23T03:14:32Z,Braunschweig,IServ GmbH,46000,62000
Systemadministrator*in (m/w/d),2025-02-23T01:25:42Z,Bochum,Ruhr-Universität Bochum,42000,51000
IT-Security Spezialist*in zur Koordinierung und Aufbau eines CERTS (m/w/d),2025-02-23T01:25:10Z,Bochum,Ruhr-Universität Bochum,45000,59000
Senior FullStack Engineer - Platform Insights (f/m/d),2025-02-23T01:08:36Z,Berlin,Contentful GmbH,52000,78500
Senior Backend Software Engineer (f/m/d),2025-02-23T01:08:33Z,Berlin,Contentful GmbH,51000,76500
Fachinformatiker*in Systemintegration,2025-02-22T10:17:59Z,Oldenburg,Carl von Ossietzky Universität Oldenburg,40000,43000
IT-Spezialist (m/w/d) – Endpoint Management & Intune,2025-02-22T08:31:37Z,Rosenheim,Agenda Informationssysteme GmbH & Co. KG,50500,71500
TypeScript Developer (m/w/d),2025-02-22T01:54:44Z,Karlsruhe,PACE Telematics GmbH,48000,67000
Quality Engineer (m/w/d) Product,2025-02-22T01:23:34Z,Deutschland,GK Software SE,48500,68000
System Engineer (m/w/d) IT Security,2025-02-22T01:18:10Z,Idstein,Serviceware SE,45000,62500
Software Tester (m/w/d) im Bereich Qualitätsmanagement,2025-02-22T01:14:22Z,Kaiserslautern,Amadeus Fire AG,55000,70000
Full-Stack IT-Spezialist (m/w/d) für IAM (bis TVL-E13),2025-02-21T23:05:12Z,München,Technische Universität München,39000,45000
Full-Stack IT-Spezialist (m/w/d) für IAM (bis TVL-E13),2025-02-21T23:04:38Z,München,Technische Universität München,37500,45000
Cloud Strategy Architect (m/f/d),2025-02-21T22:17:26Z,Koblenz,CompuGroup Medical SE,49500,83000
L1 Support Professional-2 (m/w/d),2025-02-21T22:17:23Z,Kiel,CompuGroup Medical SE,31500,45500
Product Owner TURBOMED AIS DE,2025-02-21T22:17:09Z,Koblenz,CompuGroup Medical SE,46500,70000
Cloud Transformation Manager (m/f/d),2025-02-21T22:17:06Z,Koblenz,CompuGroup Medical SE,63000,100000
(Senior) Software Engineer (m/w/d),2025-02-21T17:06:34Z,Hamburg,cc.systems GmbH,70000,85000
Python Software Entwickler für Generatives KI-Startup,2025-02-21T17:06:31Z,Wissen,Acadeo GmbH,43500,66000
IT-Systemadministrator (m/w/d),2025-02-21T17:05:46Z,Stuttgart,Amadeus Fire AG,45000,65000
DevOps Engineer Softwareentwicklung (m/w/d),2025-02-21T17:05:46Z,Bad Homburg vor der Höhe,Amadeus Fire AG,60000,65000
Senior Software Entwickler mit Netzwerk Affinität (m/w/d),2025-02-21T16:42:55Z,Berlin,FindYou Consulting GmbH,78000,95000
SENIOR SOFTWARE TEST MANAGER (M/W/D),2025-02-21T16:12:22Z,Ulm,Wilken GmbH,53500,65500
Softwareentwickler MS Dynamics Business Central (m/w/d),2025-02-21T16:12:11Z,Greven,Wilken GmbH,39500,63000
Senior Softwareentwickler / Java (m/w/d),2025-02-21T16:11:50Z,Ulm,Wilken GmbH,46500,71500
Senior Software Architect (m/w/d),2025-02-21T14:59:22Z,Berlin,FindYou Consulting GmbH,78000,100000
C# .NET Developer - Individualsoftware (m/w/d) - Konstanz oder remote,2025-02-21T14:36:38Z,Konstanz,S E I T E N B A U GmbH,46500,68500
Network Engineer (m/w/d),2025-02-21T14:28:18Z,Hannover,Finanz Informatik GmbH & Co. KG,45000,85000
Fullstack Software Entwickler mit Teamkoordination (m/w/d),2025-02-21T14:28:12Z,Münster,Finanz Informatik GmbH & Co. KG,45000,85000
Frontend Softwareentwickler (w/m/d) Angular,2025-02-21T14:27:47Z,Aachen,Kisters AG,44500,66500
Seniorfachberater Technik und Architektur (m/w/d),2025-02-21T14:27:27Z,Frankfurt am Main,Finanz Informatik GmbH & Co. KG,45000,85000
Senior Software Entwickler mit Netzwerk Affinität (m/w/d),2025-02-21T14:22:45Z,Berlin,FindYou Consulting GmbH,78000,95000
IT Administrator (m/w/d),2025-02-21T14:15:37Z,Telgte,WeMatch.,50000,60000
Informationssicherheitsbeauftragter (m/w/d),2025-02-21T14:11:01Z,Köln,WeMatch.,65000,80000
IT Systemadministrator (m/w/d),2025-02-21T14:08:59Z,Gelsenkirchen,WeMatch.,40000,60000
Systemadministrator Citrix (m/w/d),2025-02-21T14:08:19Z,Köln,WeMatch.,58000,75000
IT-Systemadministrator (m/w/d),2025-02-21T14:06:59Z,Wuppertal,WeMatch.,48000,60000
Senior IT-Systemadministrator (m/w/d) - 80% Hybrid,2025-02-21T14:06:29Z,Köln,WeMatch.,60000,80000
Mitarbeiter:in Support,2025-02-21T12:10:48Z,Stuttgart,poolarserver,39500,60000
Senior Fullstack Engineer (f/m/d) - Angular/Kotlin,2025-02-21T12:10:45Z,Bonn,SAP Leanix,65000,107500
Inhouse Consultant (m/w/d) Salesforce / Sales Cloud,2025-02-21T12:10:38Z,Berlin,Mensch und Maschine,55000,86000
(Senior) SAP BI/BW Consultant (w/m/d),2025-02-21T11:17:35Z,Nürnberg,PRODATO Integration Technology GmbH,50500,71500
SAP Enterprise Cloud Services iXp Intern (f/m/d) - Client Delivery Manager,2025-02-21T10:48:04Z,Frankfurt am Main,SAP,52500,81500
Senior IT Systems Engineer (m/w/d),2025-02-21T10:32:05Z,Bochum,WeMatch.,60000,75000
Mitarbeiter Infrastruktur & Security (m/w/d),2025-02-21T10:31:04Z,Gelsenkirchen,WeMatch.,44000,66000
(Senior) Developer (f/m/d) in Modern Provisioning Automation,2025-02-21T10:09:48Z,Walldorf,SAP,54000,85000
(Junior) Developer (f/m/d) - Cross Projects in SAP Business Technology Platform,2025-02-21T10:07:06Z,Berlin,SAP,45000,76500
Full Stack Entwickler (m/w/d) - Java/VB,2025-02-21T09:46:56Z,Frankfurt am Main,Peak One GmbH,70000,90000
Softwarearchitekt (m/w/d),2025-02-21T09:27:44Z,Berlin,FindYou Consulting GmbH,76000,100000
Technical Operations Server Management People & Operations Manager - SAP ECS (f/m/d),2025-02-21T09:22:03Z,Rot an der Rot,SAP,48500,74000
IT-Administrator (m/w/d),2025-02-21T09:13:28Z,Esslingen am Neckar,DIS AG,42000,60000
IT Service Desk Agent,2025-02-21T09:13:28Z,Stuttgart,DIS AG,38500,50000
Systemadministrator (m/w/d) - hybrides Arbeiten (Remote & Präsenz),2025-02-21T09:13:28Z,Stuttgart,DIS AG,42500,58500
IT-Support (m/w/d),2025-02-21T09:13:26Z,Stuttgart,DIS AG,37500,53500
"Softwareingenieur:in - C#, .NET, Smart Factory",2025-02-21T09:06:54Z,Pliezhausen,iT Engineering Manufacturing Solutions GmbH,46000,71000
(Senior) Software Developer (m/w/d),2025-02-21T08:04:38Z,Bonn,Recruitment Circle GmbH,65000,90000
Softwarearchitekt (m/w/d) Cloud-Lösungen im Team Polaris,2025-02-21T07:13:44Z,Aachen,SOPTIM AG,63500,88000
Product Owner Cloud Solutions (m/w/d),2025-02-21T05:40:50Z,Karlsruhe,VECTOR Informatik,69000,103000
"Software-Entwickler (m, w, d) mit Schwerpunkt Web-Anwendungen im Umfeld Microsoft .NET",2025-02-21T04:00:35Z,Erfurt,topdev GmbH,42500,61000
"Software-Entwickler (m, w, d) mit Schwerpunkt Web-Anwendungen im Java-Umfeld",2025-02-21T04:00:24Z,Erfurt,topdev GmbH,44500,61000
Fullstack Engineer - AI Feature Innovation (f/m/d),2025-02-21T01:27:38Z,Berlin,Contentful GmbH,51000,73000
2nd Level IT-Support (m/w/d) Helpdesk,2025-02-21T01:14:32Z,Mannheim,Amadeus Fire AG,40000,60000
Product Owner (m/w/d) Softwareentwicklung,2025-02-20T22:48:47Z,Werther,HDNET GmbH & Co. KG,47500,64500
Senior AI Architect (m/w/d),2025-02-20T22:26:58Z,Koblenz,CompuGroup Medical SE,51000,87500
Cloud Strategy Architect (m/w/d),2025-02-20T22:26:55Z,Koblenz,CompuGroup Medical SE,49500,83000
L2 Support Professional MEDICO (m/w/d),2025-02-20T22:26:53Z,Erlangen,CompuGroup Medical SE,31500,46500
Software Architekt C++ (m/w/d),2025-02-20T22:26:47Z,Hannover,CompuGroup Medical SE,62500,97500
SAP Enterprise Cloud Services iXp Intern (f/m/d) - Client Delivery Manager,2025-02-20T21:29:55Z,Sankt Leon-Rot,SAP,52500,80000
Technical Operations Server Management People & Operations Manager - SAP ECS (f/m/d),2025-02-20T21:29:54Z,Sankt Leon-Rot,SAP,48500,72000
Fachadministrator*in (m/w/d) mit Kennzahl 020_2025,2025-02-20T17:45:26Z,Berlin,Hochschule für Wirtschaft und Recht Berlin,47000,58500
Senior Software Engineer - Frontend/Fullstack (VueJS) (f/x/d),2025-02-20T17:06:32Z,Berlin,Konvo,65000,85000
Cloud Engineer,2025-02-20T17:06:25Z,Bonn,Cheveo GmbH,70000,80000
Test Engineer Manual & Automation (m/w/d) - Fleet Tec Plattform,2025-02-20T17:06:24Z,München,CARSYNC GmbH,60000,75000
Senior Softwareentwickler C# .NET (m/w/d),2025-02-20T16:53:24Z,Stuttgart,Alarm IT Factory GmbH,50000,74000
IT Projektmanager/ Projektleiter (m/w/d),2025-02-20T15:10:01Z,Schwerin,Recruitment Circle GmbH,60000,80000
IT Projektmanager/ Projektleiter (m/w/d),2025-02-20T15:08:40Z,Rostock,Recruitment Circle GmbH,60000,80000
IT Projektmanager/ Projektleiter (m/w/d),2025-02-20T15:07:09Z,Kiel,Recruitment Circle GmbH,60000,80000
IT Projektmanager/ Projektleiter (m/w/d),2025-02-20T15:06:13Z,Bremen,Recruitment Circle GmbH,60000,80000
IT Projektmanager (m/w/d),2025-02-20T15:04:33Z,Hamburg,Recruitment Circle GmbH,60000,80000
Softwareentwickler (m/w/d) im Bereich Digital Business Solutions in Dresden,2025-02-20T12:14:35Z,Dresden,DIS AG,42000,56000
Full-Stack Engineer @SaaS Startup,2025-02-20T12:07:51Z,Berlin,hellomateo,51000,73000
Senior Java Fullstack Entwickler (m/w/d),2025-02-20T12:06:58Z,Kaiserslautern,Amadeus Fire AG,70000,80000
Customer Support Manager (m/w/d) - Vereinssoftware,2025-02-20T10:55:44Z,Neunkirchen,Buhl Data Service GmbH,27500,42000
IT-Techniker (m/w/d),2025-02-20T09:14:25Z,Stuttgart,DIS AG,33500,50000
Projekt-Manager / Product-Owner (m/w/d),2025-02-20T09:07:13Z,Rostock,GECKO mbH,44000,64500
Junior Projekt Manager (m/w/d),2025-02-20T09:07:13Z,Rostock,GECKO mbH,37500,53500
Senior Python Developer (w/m/d),2025-02-20T08:23:31Z,Köln,hzaborowski - Der Mensch im Recruiting,53000,81500
Entwickler Java/JavaScript Risikosteuerung (m/w/d),2025-02-20T08:03:02Z,Hannover,Finanz Informatik GmbH & Co. KG,45000,85000
Software Developer C# (m/w/d) im Bereich Equipment Control,2025-02-20T04:45:41Z,Dresden,Kontron AIS GmbH,42500,64500
Software Developer Oracle Apex (m/w/d) für Web-Applikationen,2025-02-20T04:45:20Z,Dresden,Kontron AIS GmbH,42500,64500
Application Consultant Tool Automation (w/m/d),2025-02-20T04:44:48Z,Dresden,Kontron AIS GmbH,43000,64000
Application Engineer (w/m/d) im Bereich ToolAutomation,2025-02-20T04:44:38Z,Dresden,Kontron AIS GmbH,44500,65500
Software Developer Backend (m/w/d) im Bereich Equipment Control,2025-02-20T04:43:34Z,Dresden,Kontron AIS GmbH,44000,65500
Software Developer C# Standort Jena (m/w/d) im Bereich Equipment Control,2025-02-20T04:34:36Z,Dresden,Kontron AIS GmbH,42500,64500
Software Developer C# (m/w/d) im Bereich Manufacturing Automation,2025-02-20T04:33:44Z,Dresden,Kontron AIS GmbH,42500,64000
Software Developer C++ Railway (m/w/d),2025-02-20T04:33:12Z,Dresden,Kontron AIS GmbH,43000,67500
Software Developer C# (m/w/d) im Bereich Equipment Integration,2025-02-20T04:33:01Z,Dresden,Kontron AIS GmbH,42500,64500
Fachinformatiker:in für Systemintegration in Meppen (w/m/d),2025-02-20T01:57:29Z,Meppen,d.velop AG,34000,45000
Softwareentwickler (m/w/d) Workflow Automatisierung,2025-02-20T01:44:20Z,Dresden,tracetronic GmbH,47000,70500
Senior Software Developer (Design Systems),2025-02-20T01:43:37Z,Waterloo,OpenText,53000,84000
IT-Softwareentwickler (m/w/d),2025-02-20T01:43:27Z,Dresden,tracetronic GmbH,47000,70500
Softwareentwickler (m/w/d) Java,2025-02-20T01:43:05Z,Dresden,tracetronic GmbH,44500,64500
Softwareentwickler Fullstack (Schwerpunkt Frontend) in der Lösungsentwicklung (w/m/d),2025-02-19T23:56:56Z,Bielefeld,Ceyoniq Technology GmbH,43000,69500
IT-Organisator (m/w/d),2025-02-19T23:01:28Z,München,Technische Universität München,48500,68000
Fullstack Developer C# .NET (m/w/d),2025-02-19T22:17:49Z,Holzwickede,CompuGroup Medical SE,44000,67500
Support Engineer Healthcare IT (w/m/d),2025-02-19T22:17:34Z,Unterhaching,CompuGroup Medical SE,33000,48000
Java-Softwareentwickler Firmenkunden (m/w/d),2025-02-19T21:55:19Z,Münster,Finanz Informatik GmbH & Co. KG,45000,85000
Systemadministrator (m/w/d) Datensicherung und Archivierung,2025-02-19T21:55:09Z,Münster,Finanz Informatik GmbH & Co. KG,45000,85000
Java-Entwickler Backend / Frontend (m/w/d),2025-02-19T21:54:54Z,Hannover,Finanz Informatik GmbH & Co. KG,45000,85000
Cyber Security Analyst - CDC (m/w/d),2025-02-19T21:52:03Z,Hannover,Finanz Informatik GmbH & Co. KG,45000,85000
Abteilungsleitung ProzessPlus Unterstützung (m/w/d),2025-02-19T21:51:53Z,Münster,Finanz Informatik GmbH & Co. KG,75000,105000
Java-Entwickler (m/w/d),2025-02-19T21:51:28Z,Frankfurt am Main,Finanz Informatik GmbH & Co. KG,45000,85000
"Senior Linux Administrator*in (CEPH) - Entgeltgruppe 13 TV-L Berliner Hochschulen, zzgl. einer befristeten Fachkräftezulage* - Beschäftigte*r (d/m/w) mit abgeschl. wiss. Hochschulbildung",2025-02-19T21:24:59Z,Berlin,Technische Universität Berlin,50000,63500
"Senior Administrator*in Virtualisierung - Entgeltgruppe 13 TV-L Berliner Hochschulen, zzgl. einer befristeten Fachkräftezulage* - Beschäftigte*r (d/m/w) mit abgeschl. wiss. Hochschulbildung",2025-02-19T21:24:52Z,Berlin,Technische Universität Berlin,49000,62500
"Java Developer - 30 Tage Urlaub, Betriebliche Altersvorsorge, Bestes Team :-)",2025-02-19T17:06:36Z,Würzburg,IT Studio Rech GmbH,45500,62000
Technischer Support (m/w/d),2025-02-19T17:05:52Z,Köln,Amadeus Fire AG,55000,65000
Cyber Security Architect Cloud (m/w/d),2025-02-19T15:34:35Z,Karlsruhe,VECTOR Informatik,67500,78000
Software-Entwickler (m/w/d) Java / C#,2025-02-19T15:34:24Z,Erfurt,PDV.group,43500,60500
Scrum Master (m/f/d),2025-02-19T15:01:44Z,Reutlingen,iPoint-systems gmbh,39500,51500
.NET Entwickler (m/w/d),2025-02-19T14:20:06Z,Frankfurt am Main,Peak One GmbH,50000,75000
Symfony Entwickler Mannheim (m/w/d),2025-02-19T13:43:38Z,Mannheim,Angebot der Brain Appeal GmbH,50000,73500
Junior-IT-Systemadministrator Datacenter (w/m/d),2025-02-19T12:15:37Z,Mannheim,DIS AG,39000,50500
IT-Administrator (m/w/d) im Bereich Service & Support,2025-02-19T12:15:37Z,Mannheim,DIS AG,40000,56500
"Fullstack-Entwickler (m/w/d) im KI-Startup, Gewinner des Landespreises für junge Unternehmen Baden-Württemberg",2025-02-19T12:08:10Z,Heidelberg,Codefy GmbH,47000,69000
Software Engineer @Saas Startup (m/w/d),2025-02-19T12:07:59Z,Berlin,hellomateo,47000,69500
"UI & Frontend Developer (m/w/d) im KI-Startup, Gewinner des Landespreises für junge Unternehmen Baden-Württemberg",2025-02-19T12:07:47Z,Heidelberg,Codefy GmbH,46000,66000
Senior Frontend Entwickler / UI/UX Designer (m/w/d),2025-02-19T12:06:46Z,Hannover,Amadeus Fire AG,55000,75000
"Mitarbeiter:in im IT-Support, WT/2501",2025-02-19T11:11:26Z,Esslingen am Neckar,Hochschule Esslingen,40500,52000
IT-Systemadministrator (m/w/d),2025-03-06T09:18:38Z,Nürnberg,PRODATO Integration Technology GmbH,44500,64500
Netzwerkadministrator (m/w/d),2025-02-19T09:14:09Z,Speyer,DIS AG,43500,64000
Netzwerkadministrator (m/w/d),2025-02-19T09:14:09Z,Heidelberg,DIS AG,45000,64500
Site Reliability Engineer (m/w/d),2025-02-19T08:53:07Z,Schöppingen,shopware AG,44500,57000
Frontend Developer Vue.js (all genders),2025-02-19T02:47:52Z,Nürnberg,Paessler GmbH,46500,71500
DevOps Engineer (m/w/d),2025-02-19T01:14:05Z,Sindelfingen,Amadeus Fire AG,75000,85000
Cloud Automation Expert / System Operations (m/w/d),2025-02-19T01:14:05Z,Mannheim,Amadeus Fire AG,65000,85000
Senior AI/LLM Engineer,2025-02-19T01:07:22Z,Chemnitz,Staffbase GmbH,55000,65000
Senior AI/LLM Engineer,2025-02-19T01:07:12Z,Dresden,Staffbase GmbH,55000,65000
Senior AI/LLM Engineer,2025-02-19T01:07:07Z,Leipzig,Staffbase GmbH,55000,65000
Senior AI/LLM Engineer,2025-02-19T01:07:05Z,Berlin,Staffbase GmbH,55500,66000
Koordinator Web- und iPad-Formulare (m7w/d) Teilzeit,2025-02-18T22:14:27Z,Köln,CompuGroup Medical SE,45500,67500
(Junior) Developer (f/m/d) - Cross Projects in SAP Business Technology Platform,2025-02-18T21:26:19Z,Potsdam,SAP,45000,75000
Solution Senior Advisor - WalkMe (f/m/d),2025-02-18T21:26:05Z,Berlin,SAP,63000,107000
Java Softwareentwickler (m/w/d),2025-02-18T21:10:01Z,Bochum,WeMatch.,55000,83000
Softwareentwickler Java (m/w/d),2025-02-18T20:50:47Z,Bielefeld,WeMatch.,65000,90000
IT-Systemadministrator (m/w/d) in der Finanzbranche,2025-02-18T17:13:30Z,Göppingen,DIS AG,41500,56500
Application Support Specialist (m/w/d),2025-02-18T17:13:29Z,Kornwestheim,DIS AG,40000,56000
Senior Java Softwareentwickler (m/w/d) im Bereich eHealth Solutions in Dresden,2025-02-18T17:13:16Z,Dresden,DIS AG,44500,67000
Spring-Microservice Software Entwickler:in,2025-02-18T17:06:41Z,Bad Dürkheim,B+B Unternehmensberatung GmbH & Co. KG,49000,71500
Senior Backend Developer Java (m/w/d),2025-02-18T17:06:25Z,Paderborn,WPS Management GmbH,54000,79000
Senior Software Developer (m/w/d) SAP,2025-02-18T17:02:02Z,Heubach,ecovium GmbH,52500,77500
IT Systemadministrator (m/w/d) in Osnabrück,2025-02-18T17:00:52Z,Osnabrück,slashwhy GmbH & Co. KG,39500,53500
Full Stack Developer - Schwerpunkt PHP & Angular (m/w/d),2025-02-18T15:33:42Z,Fulda,Peak One GmbH,40000,65000
Technischer Fachberater | Consultant (m|w|d),2025-03-05T12:40:57Z,Köln,kommIT,65000,80500
Projektmanager Software Development (M/E/N/S/C/H),2025-02-18T12:08:29Z,Düsseldorf,freshcells systems engineering GmbH,42000,58000
Solution Architect (m/w/d),2025-02-18T12:08:12Z,Wiesbaden,Omnevo GmbH,57500,92500
(Junior) IT-Systemadministrator (m/w/d) im Windows-Umfeld,2025-02-18T12:07:30Z,Stuttgart,Amadeus Fire AG,42000,60000
Softwarearchitekt (m/w/d),2025-02-18T08:56:59Z,Berlin,FindYou Consulting GmbH,76000,100000
Trainee Softwareentwicklung (Quereinstieg möglich),2025-02-18T07:41:50Z,Neunkirchen,Buhl Data Service GmbH,36500,49500
C++ Softwareentwickler (m/w/d),2025-02-18T07:40:50Z,Rheine,BRO Marketing GmbH,55000,90000
(Junior) Entwickler (m/w/d),2025-02-18T07:12:09Z,Pinneberg,GUS Holding GmbH,39500,61500
Sovereign Datacenter Compliance and Operation Expert- IT Technology Services (Senior/Expert) (f/m/d),2025-02-18T04:55:41Z,Sankt Leon-Rot,SAP,53500,88000
SAP iXp Intern (f/m/d): BTP ABAP AI Developer,2025-02-18T04:55:24Z,Walldorf,SAP,42500,68500
"(Senior) Developer (f/m/d) for SAP BTP Cloud Foundry, SAP Munich",2025-02-18T04:55:02Z,Garching an der Alz,SAP,57500,88500
Senior DevOps Engineer Server Management (f/m/d),2025-02-18T04:54:29Z,Walldorf,SAP,52500,79500
Senior Golang Developer (m/w/d),2025-02-18T03:19:16Z,Deutschland,EASY SOFTWARE Gruppe,49500,77500
Softwareentwickler für Künstliche Intelligenz / Machine Learning Engineer (m/w/d),2025-02-18T02:29:23Z,Köln,Hottgenroth Software AG,39500,54500
GTM Technical Enablement Manager,2025-02-18T02:16:55Z,Düsseldorf,Cognigy,51500,79500
(Senior) Software Engineer - Backend Spring (w/m/d),2025-02-18T01:08:03Z,Essen,it-objects GmbH,45000,69500
Full Stack Developer (m/w/d),2025-02-18T01:08:02Z,Winterberg,apomap GmbH,46000,71500
Business Manager SaaS Cloud Solutions (m/w/d),2025-02-17T22:39:56Z,Koblenz,CompuGroup Medical SE,51500,83000
Frontend Entwickler - React /Typescript (m/w/d),2025-02-17T22:39:56Z,Koblenz,CompuGroup Medical SE,49500,60000
IT-Administrator*in | Verwaltungsdigitalisierung und -anwendungen,2025-02-17T22:39:41Z,Brandenburg an der Havel,HTW Berlin,43000,59000
IT-Systemadministrator (m/w/d),2025-02-17T21:06:23Z,Stuttgart,Universität Hohenheim,45000,57500
Python Entwickler (m/w/d),2025-02-17T17:06:37Z,München,CPU Consulting & Software GmbH,60000,85000
Testautomatisierer (m/w/d),2025-02-17T17:06:23Z,München,CPU Consulting & Software GmbH,60000,85000
Business Advisor 80-100% (m/w/d) für die Business Software Odoo,2025-02-17T17:06:19Z,Hamburg,braintec AG,70000,90000
Fullstack Entwickler (m/w/d),2025-02-17T17:05:47Z,Mannheim,Amadeus Fire AG,60000,70000
IT Administrator O365 (m/w/d) Lebensmittelbranche,2025-02-17T17:05:47Z,Mannheim,Amadeus Fire AG,55000,70000
Technischer Support (m/w/d) für IT-Systeme im Gesundheitsbereich,2025-02-17T17:05:45Z,Köln,Amadeus Fire AG,55000,65000
Wissenschaftliche*r Mitarbeiter*in IT-Sicherheit,2025-03-04T14:50:55Z,Wuppertal,Bergische Universität Wuppertal,55000,62000
Senior IT Business Analyst Digital Archive (m/w/d),2025-02-17T14:48:13Z,Münster,Finanz Informatik GmbH & Co. KG,45000,85000
DevOps Engineer für Verfahrensentwicklung und Automatisierung (m/w/d),2025-02-17T14:47:58Z,Hannover,Finanz Informatik GmbH & Co. KG,45000,85000
Abteilungsleitung IAM-Entwicklung (m/w/d),2025-02-17T14:47:17Z,Hannover,Finanz Informatik GmbH & Co. KG,75000,105000
Produktkoordinator Backoffice Eigenhandel (m/w/d),2025-02-17T14:47:07Z,Münster,Finanz Informatik GmbH & Co. KG,45000,85000
Prozessmanager für Sparkassen Effizienz (m/w/d),2025-02-17T14:47:02Z,Münster,Finanz Informatik GmbH & Co. KG,45000,85000
Datenbankorganisator mit Schwerpunkt DB-Design (m/w/d),2025-02-17T14:46:36Z,Münster,Finanz Informatik GmbH & Co. KG,45000,85000
Senior Cloud Architekt (m/w/d),2025-02-17T14:46:26Z,Hannover,Finanz Informatik GmbH & Co. KG,45000,85000
(Junior-) Revisor IT (m/w/d),2025-02-17T14:46:21Z,Frankfurt am Main,Finanz Informatik GmbH & Co. KG,45000,85000
Senior Netzwerk-Automatisierungs-Architekt (m/w/d),2025-02-17T14:46:16Z,Münster,Finanz Informatik GmbH & Co. KG,45000,85000
Business Analyst Provision-Softwareanwendung (m/w/d),2025-02-17T14:46:05Z,Frankfurt am Main,Finanz Informatik GmbH & Co. KG,45000,85000
Backend Developer (m/w/d),2025-02-17T12:18:19Z,Berlin,Probatix Health GmbH,46500,70000
Senior Full-Stack Developer (m/w/d),2025-02-17T12:18:09Z,Berlin,Probatix Health GmbH,49500,72500
Software Entwickler (w/m/d),2025-02-17T12:08:08Z,Landshut,Tiffinger & Thiel GmbH,45000,60000
UI/UX Designer (m/w/d) - befristete Elternzeitvertretung,2025-02-17T12:08:01Z,Meerbusch,Riege Software,48000,67500
Projektleiter (m/w/d) Embedded Software,2025-02-17T11:51:35Z,Hamburg,Bertrandt AG,51000,75000
Embedded Software Entwickler (m/f/d),2025-02-17T11:51:05Z,Hamburg,Bertrandt AG,52500,78000
Entwicklungsingenieur (m/f/d) Embedded Linux Yocto,2025-02-17T11:44:31Z,Hamburg,Bertrandt AG,50000,71500
Software Entwickler SCADE (m/f/d),2025-02-17T11:44:05Z,Hamburg,Bertrandt AG,49500,75000
Softwareentwickler (w/m/x),2025-02-17T10:06:12Z,Essen,KPB,55000,60000
Softwareservicetechniker (m/w/d) in Bautzen,2025-02-17T09:14:45Z,Bautzen,DIS AG,37000,51000
Typo3 Developer (m/w/d) in Dresden,2025-02-17T09:14:44Z,Dresden,DIS AG,36000,58500
DevOps System Engineer (m/w/d) in Dresden,2025-02-17T09:14:44Z,Dresden,DIS AG,43000,62500
DevOps Engineer (m/w/d) in Dresden,2025-02-17T09:14:44Z,Dresden,DIS AG,42500,59000
